ax,ay,az,gx,gy,gz,label
5.0,64.0,77.0,-897.0,-232.0,-79.0,cuadrado
3.0,66.0,72.0,-506.0,-177.0,-714.0,cuadrado
3.0,73.0,72.0,-250.0,-18.0,-1032.0,cuadrado
2.0,76.0,71.0,-403.0,-195.0,-989.0,cuadrado
1.0,72.0,66.0,-494.0,-30.0,-989.0,cuadrado
0.0,73.0,68.0,85.0,287.0,-1056.0,cuadrado
0.0,76.0,69.0,213.0,488.0,-1129.0,cuadrado
0.0,74.0,70.0,-12.0,470.0,-1013.0,cuadrado
0.0,73.0,68.0,287.0,677.0,-1300.0,cuadrado
-1.0,75.0,70.0,177.0,793.0,-1367.0,cuadrado
-2.0,74.0,71.0,177.0,702.0,-1636.0,cuadrado
-6.0,84.0,73.0,-519.0,262.0,-1954.0,cuadrado
-7.0,88.0,66.0,-610.0,396.0,-1105.0,cuadrado
-8.0,85.0,71.0,-146.0,916.0,-586.0,cuadrado
-8.0,84.0,79.0,-531.0,390.0,48.0,cuadrado
-9.0,74.0,75.0,-720.0,-201.0,170.0,cuadrado
-9.0,73.0,73.0,-384.0,-299.0,-195.0,cuadrado
-10.0,72.0,76.0,-372.0,-720.0,-305.0,cuadrado
-10.0,68.0,77.0,-360.0,-1172.0,-854.0,cuadrado
-12.0,74.0,77.0,-73.0,-1563.0,-1013.0,cuadrado
-8.0,66.0,75.0,24.0,-1948.0,-1227.0,cuadrado
-10.0,78.0,71.0,61.0,-2265.0,-1954.0,cuadrado
-10.0,83.0,67.0,-335.0,-2387.0,-1190.0,cuadrado
-11.0,78.0,66.0,48.0,-1954.0,-1093.0,cuadrado
-7.0,81.0,65.0,85.0,-1874.0,-995.0,cuadrado
-8.0,84.0,62.0,-140.0,-1874.0,-775.0,cuadrado
-7.0,84.0,55.0,-323.0,-1233.0,-372.0,cuadrado
-7.0,84.0,60.0,-61.0,-183.0,-158.0,cuadrado
-6.0,85.0,71.0,-164.0,67.0,299.0,cuadrado
-6.0,86.0,78.0,-433.0,-378.0,726.0,cuadrado
-6.0,84.0,78.0,-720.0,-1148.0,1160.0,cuadrado
-6.0,84.0,73.0,-909.0,-1575.0,1416.0,cuadrado

2.0,70.0,70.0,-97.0,-1380.0,-1490.0,cuadrado
2.0,69.0,76.0,6.0,-1111.0,-1618.0,cuadrado
2.0,71.0,81.0,-116.0,-1514.0,-2167.0,cuadrado
