ax,ay,az,gx,gy,gz,label
16.0,-15.0,108.0,683.0,3206.0,543.0,ele
10.0,-18.0,116.0,1105.0,3316.0,-287.0,ele
10.0,-9.0,128.0,329.0,2705.0,-879.0,ele
8.0,14.0,127.0,512.0,1483.0,91.0,ele
6.0,-7.0,112.0,952.0,1001.0,1239.0,ele
6.0,-12.0,108.0,-476.0,1673.0,280.0,ele
4.0,-9.0,114.0,1166.0,2125.0,-708.0,ele
3.0,5.0,126.0,-177.0,1453.0,-439.0,ele
1.0,2.0,120.0,-683.0,580.0,299.0,ele
0.0,0.0,118.0,-378.0,317.0,525.0,ele
0.0,-10.0,120.0,537.0,109.0,12.0,ele
0.0,-2.0,119.0,-415.0,-726.0,-451.0,ele
-1.0,0.0,112.0,213.0,-946.0,-97.0,ele
-1.0,-8.0,110.0,-183.0,-1105.0,140.0,ele
0.0,-12.0,104.0,79.0,-873.0,-372.0,ele
0.0,-9.0,103.0,164.0,-323.0,-775.0,ele
1.0,-10.0,109.0,299.0,-79.0,-1349.0,ele
1.0,-9.0,115.0,-213.0,-464.0,-1868.0,ele
2.0,-4.0,110.0,-97.0,-891.0,-2387.0,ele
2.0,0.0,103.0,-36.0,-567.0,-2467.0,ele
3.0,3.0,109.0,-378.0,-256.0,-2357.0,ele
3.0,4.0,109.0,-329.0,-415.0,-2088.0,ele
3.0,3.0,107.0,164.0,-390.0,-2137.0,ele
4.0,4.0,113.0,-616.0,-757.0,-2216.0,ele
3.0,3.0,107.0,183.0,-922.0,-2485.0,ele
3.0,10.0,102.0,-67.0,-598.0,-2363.0,ele
9.0,17.0,110.0,1429.0,48.0,903.0,ele
3.0,13.0,104.0,-85.0,-403.0,421.0,ele
7.0,3.0,108.0,-787.0,-427.0,-42.0,ele
5.0,9.0,102.0,-500.0,-274.0,24.0,ele

22.0,-5.0,103.0,140.0,134.0,-213.0,ele
19.0,-4.0,105.0,-24.0,-244.0,-494.0,ele
20.0,3.0,97.0,-806.0,-812.0,-18.0,ele
16.0,-3.0,89.0,482.0,-293.0,-97.0,ele
18.0,0.0,90.0,-1581.0,274.0,36.0,ele
18.0,-6.0,91.0,384.0,1080.0,-109.0,ele
18.0,-3.0,103.0,-1056.0,1459.0,-42.0,ele
16.0,4.0,100.0,-54.0,1178.0,-293.0,ele
16.0,-5.0,107.0,-1630.0,1673.0,128.0,ele
12.0,10.0,114.0,348.0,1789.0,146.0,ele
7.0,-11.0,112.0,-519.0,1392.0,726.0,ele
12.0,0.0,110.0,-836.0,1954.0,-372.0,ele
10.0,-2.0,117.0,421.0,2058.0,476.0,ele
12.0,-5.0,116.0,1129.0,1703.0,-97.0,ele
12.0,12.0,118.0,-769.0,867.0,-103.0,ele
9.0,-6.0,113.0,-995.0,1154.0,848.0,ele
9.0,0.0,125.0,-225.0,1038.0,140.0,ele
1.0,-5.0,131.0,-183.0,305.0,250.0,ele
3.0,4.0,120.0,-427.0,-335.0,751.0,ele
3.0,0.0,115.0,525.0,-451.0,1215.0,ele
4.0,-8.0,114.0,85.0,-781.0,1154.0,ele
4.0,-4.0,107.0,781.0,-580.0,781.0,ele
6.0,0.0,105.0,415.0,-488.0,1044.0,ele
5.0,-8.0,102.0,1618.0,36.0,800.0,ele
4.0,-4.0,110.0,482.0,134.0,256.0,ele
5.0,-8.0,112.0,922.0,-152.0,-256.0,ele
6.0,-4.0,114.0,109.0,-409.0,-995.0,ele
10.0,-1.0,112.0,103.0,-757.0,-1361.0,ele
8.0,2.0,110.0,189.0,-720.0,-2009.0,ele
7.0,12.0,107.0,61.0,-861.0,-1990.0,ele
5.0,11.0,98.0,-48.0,-470.0,-1380.0,ele
6.0,11.0,105.0,635.0,-24.0,-1355.0,ele
8.0,19.0,106.0,-366.0,-207.0,-751.0,ele
6.0,0.0,106.0,244.0,-36.0,-1123.0,ele
7.0,7.0,115.0,-225.0,-421.0,-2308.0,ele
6.0,13.0,109.0,-299.0,-1203.0,-2595.0,ele
6.0,13.0,103.0,79.0,-818.0,-2711.0,ele
6.0,16.0,107.0,537.0,-531.0,-2418.0,ele
5.0,15.0,104.0,329.0,-647.0,-2534.0,ele
7.0,23.0,103.0,-73.0,-464.0,-2351.0,ele

30.0,-9.0,104.0,280.0,610.0,-170.0,ele
32.0,6.0,98.0,-1087.0,-30.0,-580.0,ele
31.0,5.0,85.0,-238.0,470.0,-268.0,ele
28.0,5.0,91.0,-152.0,1569.0,116.0,ele
28.0,2.0,98.0,-659.0,1832.0,427.0,ele
28.0,0.0,101.0,73.0,2302.0,67.0,ele
25.0,-2.0,112.0,-458.0,2058.0,-348.0,ele
22.0,1.0,109.0,-293.0,1654.0,-598.0,ele
21.0,7.0,105.0,-122.0,1880.0,-806.0,ele
18.0,16.0,106.0,-232.0,1966.0,-36.0,ele
15.0,3.0,107.0,390.0,2235.0,262.0,ele
15.0,1.0,109.0,-67.0,2058.0,36.0,ele
13.0,6.0,111.0,-757.0,1667.0,-409.0,ele
10.0,11.0,108.0,-647.0,1728.0,207.0,ele
7.0,6.0,110.0,146.0,2033.0,268.0,ele
7.0,6.0,114.0,-158.0,1887.0,109.0,ele
5.0,10.0,120.0,610.0,1679.0,262.0,ele
6.0,2.0,122.0,-897.0,940.0,580.0,ele
7.0,3.0,113.0,-396.0,396.0,-24.0,ele
5.0,8.0,112.0,-922.0,354.0,24.0,ele
3.0,4.0,115.0,-225.0,512.0,201.0,ele
3.0,-1.0,122.0,-745.0,-164.0,140.0,ele
3.0,-2.0,109.0,-372.0,-574.0,-109.0,ele
5.0,-3.0,111.0,-995.0,-537.0,-421.0,ele
4.0,-2.0,110.0,-225.0,-488.0,-970.0,ele
4.0,4.0,112.0,-12.0,-677.0,-1117.0,ele
6.0,4.0,104.0,244.0,-800.0,-1007.0,ele
6.0,2.0,103.0,-134.0,-415.0,-1178.0,ele
6.0,4.0,110.0,-103.0,-403.0,-1410.0,ele
4.0,8.0,110.0,-470.0,-561.0,-1361.0,ele
5.0,6.0,107.0,207.0,-458.0,-1221.0,ele
6.0,4.0,107.0,232.0,-122.0,-1264.0,ele
5.0,5.0,112.0,-85.0,-488.0,-1722.0,ele
6.0,8.0,106.0,-122.0,-622.0,-2015.0,ele
8.0,15.0,104.0,-225.0,-531.0,-1996.0,ele
8.0,22.0,102.0,311.0,-128.0,-1361.0,ele
4.0,16.0,106.0,201.0,195.0,-641.0,ele
5.0,16.0,113.0,280.0,-213.0,-653.0,ele
5.0,13.0,111.0,-213.0,-702.0,-592.0,ele
6.0,12.0,110.0,-396.0,-769.0,-1172.0,ele

53.0,-2.0,115.0,-1087.0,-531.0,903.0,ele
55.0,-2.0,101.0,-1569.0,-1825.0,-146.0,ele
55.0,4.0,88.0,-1923.0,-1746.0,-152.0,ele
54.0,1.0,85.0,91.0,-641.0,-177.0,ele
54.0,2.0,85.0,-42.0,-18.0,-103.0,ele
53.0,3.0,84.0,73.0,335.0,-189.0,ele
52.0,3.0,83.0,-842.0,531.0,0.0,ele
52.0,1.0,83.0,-494.0,1044.0,-54.0,ele
52.0,5.0,84.0,-531.0,1569.0,-256.0,ele
52.0,6.0,89.0,-543.0,2125.0,-109.0,ele
50.0,7.0,98.0,-690.0,2302.0,122.0,ele
47.0,3.0,106.0,-714.0,2082.0,341.0,ele
48.0,1.0,105.0,-85.0,1661.0,152.0,ele
45.0,-2.0,101.0,-170.0,1392.0,-262.0,ele
42.0,4.0,100.0,-616.0,1105.0,-378.0,ele
41.0,5.0,88.0,-274.0,1276.0,-341.0,ele
39.0,8.0,90.0,-940.0,2088.0,-170.0,ele
37.0,4.0,99.0,-574.0,2454.0,30.0,ele
37.0,5.0,102.0,-873.0,2479.0,305.0,ele
34.0,0.0,108.0,134.0,2577.0,79.0,ele
32.0,1.0,111.0,-1196.0,1911.0,-140.0,ele
29.0,5.0,105.0,-445.0,1618.0,-48.0,ele
25.0,5.0,101.0,-653.0,1880.0,256.0,ele
